sales_person,country,product,date,amount,boxes_shipped
Ches Bonnell,Australia,Mint Chip Choco,,10000.22,98
Karlen McCaffrey,Australia,White Choc,2023-05-01,8448.39,52
Beverie Moffet,India,Drinking Coco,,6984.74,51
Brien Boise,Australia,Choco Coated Almonds,,5641.54,61
Karlen McCaffrey,Canada,Eclairs,,3850.87,372
Gigi Bohling,USA,99% Dark & Pure,2023-02-06,885.68,240
Marney O'Breen,UK,Smooth Sliky Salty,,21251.67,91
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-03-08,1452.61,142
Beverie Moffet,Australia,Milk Bars,,793.17,400
Van Tuxwell,UK,Raspberry Choco,,7152.22,83
Jan Morforth,Australia,Orange Choco,2023-04-07,3364.44,126
Jehu Rudeforth,India,50% Dark Bites,2023-05-07,3470.60,129
Madelene Upcott,USA,After Nines,,4676.32,440
Barr Faughny,UK,Raspberry Choco,,6323.45,70
Ches Bonnell,Australia,70% Dark Bites,2023-12-01,3252.70,119
Marney O'Breen,UK,Baker's Choco Chips,2023-10-06,254.16,161
Kaine Padly,Australia,Peanut Butter Cubes,,6127.37,299
Rafaelita Blaksland,India,Almond Choco,,3791.66,100
Husein Augar,UK,Caramel Stuffed Bars,,17059.69,456
Roddy Speechley,India,Orange Choco,,4154.44,18
Jehu Rudeforth,UK,70% Dark Bites,,6168.51,280
Husein Augar,Australia,Manuka Honey Choco,,7984.45,95
Madelene Upcott,USA,Eclairs,,9108.33,213
Brien Boise,India,Eclairs,,1511.51,58
Mallorie Waber,New Zealand,White Choc,,3364.28,265
Husein Augar,USA,Milk Bars,2023-02-03,934.49,54
Van Tuxwell,Australia,Milk Bars,,8895.70,91
Beverie Moffet,Canada,White Choc,,9957.20,185
Dotty Strutley,Australia,50% Dark Bites,2023-12-05,3359.18,256
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-01-07,5098.29,276
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52
Madelene Upcott,Australia,50% Dark Bites,,7473.14,6
Wilone O'Kielt,UK,Drinking Coco,,3638.66,59
Camilla Castle,India,Peanut Butter Cubes,,12507.08,284
Curtice Advani,India,70% Dark Bites,2023-05-07,2393.79,48
Mallorie Waber,USA,Manuka Honey Choco,2023-04-07,6136.99,94
Dotty Strutley,UK,70% Dark Bites,,1264.43,232
Gunar Cockshoot,Australia,Almond Choco,,4101.26,425
Kaine Padly,New Zealand,Spicy Special Slims,2023-01-07,8106.88,40
Gigi Bohling,USA,50% Dark Bites,,2456.10,58
Beverie Moffet,UK,Smooth Sliky Salty,2023-04-05,4726.60,75
Beverie Moffet,Australia,Baker's Choco Chips,2023-04-08,3482.73,108
Beverie Moffet,India,70% Dark Bites,2023-01-06,467.19,159
Jehu Rudeforth,UK,Choco Coated Almonds,,4875.38,185
Kaine Padly,USA,50% Dark Bites,2023-03-08,70.60,27
Ches Bonnell,USA,Orange Choco,2023-10-06,1835.22,73
Gunar Cockshoot,UK,Manuka Honey Choco,,7304.74,49
Marney O'Breen,Australia,Smooth Sliky Salty,2023-03-01,3967.85,163
Marney O'Breen,India,After Nines,2023-11-07,2800.67,190
Ches Bonnell,New Zealand,Milk Bars,,4474.52,120
Rafaelita Blaksland,USA,Fruit & Nut Bars,,2737.03,63
Ches Bonnell,India,Organic Choco Syrup,2023-08-03,16717.26,102
Mallorie Waber,Australia,Orange Choco,2023-07-03,16112.73,282
Husein Augar,India,70% Dark Bites,2023-09-05,6898.00,163
Barr Faughny,New Zealand,85% Dark Bars,,2151.04,170
Madelene Upcott,UK,Caramel Stuffed Bars,,172.51,152
Gigi Bohling,Australia,Drinking Coco,,2949.02,153
Marney O'Breen,Canada,Choco Coated Almonds,,2790.72,435
Ches Bonnell,USA,70% Dark Bites,2023-11-05,5054.42,127
Madelene Upcott,India,Organic Choco Syrup,,5418.75,37
Barr Faughny,USA,50% Dark Bites,,14604.67,128
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-05-04,6668.93,419
Marney O'Breen,New Zealand,Smooth Sliky Salty,,9689.70,58
Brien Boise,Canada,Almond Choco,,5026.81,123
Beverie Moffet,Australia,White Choc,,2379.01,178
Dotty Strutley,Australia,Eclairs,,7770.55,3
Barr Faughny,UK,White Choc,2023-05-07,1837.47,77
Beverie Moffet,Canada,Baker's Choco Chips,2023-11-01,14625.75,90
Kelci Walkden,USA,White Choc,2023-07-03,10305.40,22
Kaine Padly,Canada,50% Dark Bites,2023-04-03,8798.99,99
Karlen McCaffrey,Canada,Organic Choco Syrup,,2466.59,309
Kaine Padly,UK,Peanut Butter Cubes,2023-11-05,6564.20,92
Karlen McCaffrey,USA,Milk Bars,,4764.56,7
Karlen McCaffrey,India,Orange Choco,,3172.08,153
Ches Bonnell,India,Smooth Sliky Salty,2023-03-08,8062.00,20
Wilone O'Kielt,New Zealand,Mint Chip Choco,,12382.41,245
Wilone O'Kielt,Australia,Fruit & Nut Bars,,413.60,111
Dennison Crosswaite,UK,Peanut Butter Cubes,2023-07-02,10186.18,154
Karlen McCaffrey,Australia,Almond Choco,2023-08-07,7936.84,138
Dennison Crosswaite,India,Milk Bars,,1712.72,93
Ches Bonnell,UK,Mint Chip Choco,2023-08-04,3088.98,226
Husein Augar,Australia,50% Dark Bites,,14953.43,51
Jan Morforth,India,Fruit & Nut Bars,2023-04-05,3219.13,54
Mallorie Waber,USA,85% Dark Bars,2023-11-05,2700.61,112
Mallorie Waber,USA,Eclairs,,7219.96,53
Dennison Crosswaite,Canada,Spicy Special Slims,2023-10-08,2634.13,234
Dennison Crosswaite,USA,Fruit & Nut Bars,2023-04-05,1630.95,321
Kelci Walkden,USA,99% Dark & Pure,,8250.66,258
Dotty Strutley,Canada,Raspberry Choco,2023-03-08,4849.30,248
Marney O'Breen,New Zealand,Milk Bars,,7940.49,328
Madelene Upcott,Australia,Choco Coated Almonds,2023-08-04,2106.93,69
Kelci Walkden,UK,Orange Choco,2023-01-08,3911.85,3
Dennison Crosswaite,Canada,Eclairs,,483.04,45
Karlen McCaffrey,India,Mint Chip Choco,,11380.70,192
Barr Faughny,New Zealand,Almond Choco,,6372.68,131
Mallorie Waber,Australia,85% Dark Bars,,2714.76,52
Ches Bonnell,Canada,Eclairs,2023-10-01,2106.17,172
Gigi Bohling,Australia,White Choc,2023-11-05,5805.24,83
Beverie Moffet,New Zealand,85% Dark Bars,,12205.52,23
Kaine Padly,USA,Caramel Stuffed Bars,,6318.70,124
Mallorie Waber,Australia,Almond Choco,2023-01-08,8522.80,137
Brien Boise,Canada,85% Dark Bars,,10315.88,268
Brien Boise,Australia,Drinking Coco,,7262.12,158
Dotty Strutley,USA,Orange Choco,,1414.84,112
Rafaelita Blaksland,Australia,50% Dark Bites,,3067.90,42
Dennison Crosswaite,India,99% Dark & Pure,,7369.69,325
Curtice Advani,UK,White Choc,2023-01-02,1775.18,73
Kelci Walkden,Australia,After Nines,2023-02-03,7683.78,279
Gigi Bohling,UK,Fruit & Nut Bars,2023-06-04,1412.22,90
Gunar Cockshoot,Australia,Raspberry Choco,,607.08,76
Curtice Advani,UK,Fruit & Nut Bars,,11688.75,136
Barr Faughny,Canada,50% Dark Bites,,10275.55,301
Curtice Advani,USA,Spicy Special Slims,2023-11-07,1788.10,271
Brien Boise,India,Almond Choco,,2378.08,222
Oby Sorrel,New Zealand,Smooth Sliky Salty,2023-07-07,9545.03,64
Jan Morforth,India,85% Dark Bars,,4999.52,446
Marney O'Breen,India,Fruit & Nut Bars,,5312.50,160
Andria Kimpton,New Zealand,50% Dark Bites,2023-02-03,3750.88,208
Gunar Cockshoot,Canada,Raspberry Choco,,2375.74,129
Kelci Walkden,USA,Drinking Coco,,7013.61,170
Van Tuxwell,Canada,White Choc,,481.52,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2023-09-06,3136.92,64
Van Tuxwell,Australia,Caramel Stuffed Bars,,6584.26,62
Ches Bonnell,New Zealand,Peanut Butter Cubes,2023-04-03,1024.77,260
Kelci Walkden,Canada,Milk Bars,2023-07-07,17680.19,27
Dennison Crosswaite,Canada,Choco Coated Almonds,,10707.82,124
Curtice Advani,Australia,Almond Choco,,3019.09,78
Madelene Upcott,Australia,85% Dark Bars,,1758.62,329
Gigi Bohling,UK,50% Dark Bites,,8385.38,73
Ches Bonnell,UK,Manuka Honey Choco,,4854.12,411
Gigi Bohling,UK,70% Dark Bites,,949.18,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,,6047.05,40
Marney O'Breen,India,Eclairs,,3883.32,94
Curtice Advani,Canada,Fruit & Nut Bars,2023-04-04,4382.07,210
Kaine Padly,UK,Smooth Sliky Salty,2023-08-06,9928.10,599
Karlen McCaffrey,Canada,Spicy Special Slims,2023-02-08,6315.53,51
Kelci Walkden,USA,Organic Choco Syrup,,10630.08,155
Curtice Advani,India,Spicy Special Slims,,167.33,143
Roddy Speechley,India,After Nines,,2690.14,117
Camilla Castle,Australia,Caramel Stuffed Bars,2023-02-05,3242.04,15
Curtice Advani,Australia,99% Dark & Pure,2023-07-01,5363.69,87
Mallorie Waber,UK,50% Dark Bites,,6160.89,95
Ches Bonnell,Canada,Baker's Choco Chips,,7968.23,373
Van Tuxwell,UK,Drinking Coco,2023-04-04,6388.95,131
Gunar Cockshoot,Canada,Fruit & Nut Bars,,15840.74,216
Gunar Cockshoot,New Zealand,Spicy Special Slims,,7265.05,194
Gunar Cockshoot,Australia,Drinking Coco,,2342.49,192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2023-07-02,1365.88,147
Dennison Crosswaite,New Zealand,Drinking Coco,2023-11-01,4437.46,196
Jehu Rudeforth,India,99% Dark & Pure,,2072.24,232
Dotty Strutley,Australia,Mint Chip Choco,2023-01-08,7091.81,27
Roddy Speechley,Australia,Mint Chip Choco,2023-05-05,7213.16,277
Madelene Upcott,New Zealand,Raspberry Choco,,9672.76,411
Dotty Strutley,New Zealand,Choco Coated Almonds,2023-04-01,5750.05,350
Roddy Speechley,New Zealand,50% Dark Bites,2023-09-05,4641.29,220
Rafaelita Blaksland,India,Smooth Sliky Salty,2023-06-05,1871.33,88
Husein Augar,UK,White Choc,,10843.46,142
Roddy Speechley,Australia,Almond Choco,,5032.45,79
Van Tuxwell,USA,Caramel Stuffed Bars,,1106.38,21
Camilla Castle,Australia,99% Dark & Pure,,4977.55,97
Kaine Padly,India,Milk Bars,2023-02-05,3210.14,92
Ches Bonnell,Australia,Smooth Sliky Salty,,7794.80,54
Mallorie Waber,USA,Almond Choco,,7613.37,370
Kaine Padly,Canada,99% Dark & Pure,,1332.76,409
Oby Sorrel,UK,After Nines,,2587.76,108
Gunar Cockshoot,UK,Eclairs,,3826.22,169
Dotty Strutley,USA,Caramel Stuffed Bars,,18687.87,80
Jan Morforth,India,Peanut Butter Cubes,2023-04-01,8859.63,184
Husein Augar,Australia,Eclairs,2023-04-07,7299.40,34
Beverie Moffet,USA,Smooth Sliky Salty,,2556.26,354
Camilla Castle,Australia,Manuka Honey Choco,,703.40,181
Oby Sorrel,Australia,Almond Choco,,6421.18,242
Jan Morforth,USA,Orange Choco,,1048.26,149
Gigi Bohling,USA,Fruit & Nut Bars,,3099.14,115
Mallorie Waber,UK,Milk Bars,2023-10-01,3737.68,282
Curtice Advani,USA,Raspberry Choco,,3086.89,153
Marney O'Breen,Canada,Milk Bars,2023-08-02,2618.15,312
Brien Boise,India,Caramel Stuffed Bars,,1643.45,110
Gunar Cockshoot,USA,Eclairs,2023-03-05,7368.94,45
Roddy Speechley,USA,Fruit & Nut Bars,,6082.19,23
Gunar Cockshoot,India,50% Dark Bites,2023-09-08,14456.14,79
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2023-11-07,4173.40,254
Kaine Padly,UK,Manuka Honey Choco,,7189.18,113
Van Tuxwell,Canada,Manuka Honey Choco,,8962.96,48
Wilone O'Kielt,New Zealand,Almond Choco,,10085.02,146
Oby Sorrel,New Zealand,Baker's Choco Chips,,12073.18,51
Dennison Crosswaite,Australia,Organic Choco Syrup,2023-10-05,6655.62,39
Marney O'Breen,Australia,Spicy Special Slims,,14193.67,302
Beverie Moffet,Canada,Smooth Sliky Salty,,15507.29,352
Brien Boise,USA,Organic Choco Syrup,,17383.08,145
Roddy Speechley,New Zealand,Baker's Choco Chips,,5912.59,232
Van Tuxwell,UK,85% Dark Bars,2023-11-07,4029.28,128
Marney O'Breen,Canada,Spicy Special Slims,2023-03-01,3563.09,344
Rafaelita Blaksland,New Zealand,70% Dark Bites,,773.73,280
Beverie Moffet,USA,50% Dark Bites,,2620.19,340
Brien Boise,USA,Mint Chip Choco,,11426.56,151
Karlen McCaffrey,New Zealand,Eclairs,2023-06-05,2935.80,171
Barr Faughny,India,Drinking Coco,,2431.53,148
Marney O'Breen,UK,Orange Choco,2023-06-06,11882.82,13
Brien Boise,New Zealand,Baker's Choco Chips,2023-12-07,6297.06,26
Ches Bonnell,Canada,Spicy Special Slims,2023-05-08,5859.21,193
Brien Boise,USA,Orange Choco,,6276.91,157
Kaine Padly,India,Spicy Special Slims,,5674.70,147
Mallorie Waber,USA,50% Dark Bites,,1960.10,14
Mallorie Waber,UK,Mint Chip Choco,,6540.30,2
Beverie Moffet,India,Choco Coated Almonds,,3818.21,287
Madelene Upcott,UK,Smooth Sliky Salty,2023-04-03,14769.97,87
Gigi Bohling,India,Eclairs,,3687.44,73
Rafaelita Blaksland,Australia,Organic Choco Syrup,,1123.58,114
Oby Sorrel,New Zealand,White Choc,2023-10-06,4612.08,38
Andria Kimpton,UK,Drinking Coco,,1600.11,70
Kelci Walkden,India,Milk Bars,,975.67,105
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,,5487.30,219
Andria Kimpton,New Zealand,Organic Choco Syrup,2023-04-03,4948.15,39
Barr Faughny,New Zealand,After Nines,,11460.08,81
Beverie Moffet,UK,Almond Choco,,2628.33,101
Oby Sorrel,Australia,Raspberry Choco,,1044.35,126
Dennison Crosswaite,USA,Raspberry Choco,,7449.70,264
Roddy Speechley,Canada,Orange Choco,2023-09-02,9315.64,88
Mallorie Waber,Canada,Orange Choco,,3820.94,179
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2023-01-02,3782.83,150
Mallorie Waber,India,Drinking Coco,2023-07-03,4525.72,146
Ches Bonnell,UK,White Choc,2023-03-01,3730.79,237
Ches Bonnell,USA,White Choc,2023-11-02,6068.19,349
Dennison Crosswaite,New Zealand,Orange Choco,,4944.46,144
Dotty Strutley,India,White Choc,,12331.35,337
Gigi Bohling,India,Manuka Honey Choco,2023-12-05,5290.76,76
Van Tuxwell,India,Spicy Special Slims,2023-11-04,6874.06,4
Jan Morforth,New Zealand,Mint Chip Choco,,20402.17,297
Dotty Strutley,New Zealand,White Choc,,7923.10,62
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2023-01-08,8145.99,100
Kaine Padly,USA,Milk Bars,,16253.25,58
Brien Boise,India,After Nines,,5744.07,49
Oby Sorrel,New Zealand,Raspberry Choco,,4908.71,288
Dennison Crosswaite,USA,Drinking Coco,2023-10-05,2369.87,139
Oby Sorrel,India,Eclairs,,5973.24,337
Ches Bonnell,New Zealand,Organic Choco Syrup,,8047.16,86
Gigi Bohling,UK,Baker's Choco Chips,,9656.56,400
Jan Morforth,Australia,50% Dark Bites,,3925.06,186
Beverie Moffet,Australia,Smooth Sliky Salty,,11682.62,506
Ches Bonnell,USA,Organic Choco Syrup,,7874.15,13
Brien Boise,Canada,Mint Chip Choco,,5061.37,179
Kaine Padly,UK,Orange Choco,,2099.24,186
Karlen McCaffrey,Australia,70% Dark Bites,,237.57,311
Gunar Cockshoot,Canada,Mint Chip Choco,2023-01-07,8829.77,445
Roddy Speechley,USA,Peanut Butter Cubes,,1733.09,135
Curtice Advani,Canada,Smooth Sliky Salty,2023-01-08,3047.18,12
Oby Sorrel,Australia,Milk Bars,,8497.72,276
Camilla Castle,New Zealand,Spicy Special Slims,,12557.56,26
Gigi Bohling,UK,Milk Bars,,1406.91,231
Andria Kimpton,Australia,85% Dark Bars,,4496.32,240
Camilla Castle,Australia,Smooth Sliky Salty,2023-03-03,8220.25,125
Roddy Speechley,India,Caramel Stuffed Bars,,9588.03,562
Karlen McCaffrey,USA,Drinking Coco,,114.82,231
Andria Kimpton,Canada,Organic Choco Syrup,2023-04-01,8804.98,214
Jehu Rudeforth,Australia,Drinking Coco,,2900.61,68
Karlen McCaffrey,USA,Mint Chip Choco,,16773.08,58
Curtice Advani,New Zealand,Spicy Special Slims,2023-10-01,4153.59,513
Madelene Upcott,USA,White Choc,2023-04-05,12571.07,226
Andria Kimpton,USA,Spicy Special Slims,,2553.46,5
Barr Faughny,New Zealand,Fruit & Nut Bars,,1888.94,159
Oby Sorrel,Canada,Organic Choco Syrup,2023-05-07,1310.04,71
Madelene Upcott,UK,Organic Choco Syrup,,7805.90,179
Dotty Strutley,USA,Mint Chip Choco,,6101.12,261
Kelci Walkden,USA,Orange Choco,2023-03-02,1425.81,133
Gigi Bohling,Australia,Caramel Stuffed Bars,2023-08-07,8724.40,147
Mallorie Waber,India,50% Dark Bites,,664.82,147
Van Tuxwell,New Zealand,Mint Chip Choco,,4351.31,103
Van Tuxwell,India,50% Dark Bites,,5825.09,123
Van Tuxwell,USA,Manuka Honey Choco,,2418.93,110
Wilone O'Kielt,USA,Orange Choco,,7725.52,38
Barr Faughny,New Zealand,Eclairs,,7144.08,32
Gigi Bohling,USA,After Nines,,2043.13,243
Barr Faughny,New Zealand,Mint Chip Choco,,6526.01,147
Dennison Crosswaite,Canada,85% Dark Bars,2023-01-08,11334.77,89
Beverie Moffet,New Zealand,Smooth Sliky Salty,,2492.67,58
Husein Augar,USA,White Choc,,2066.48,59
Andria Kimpton,Australia,Peanut Butter Cubes,,7009.01,150
Dennison Crosswaite,India,85% Dark Bars,,4562.97,21
Curtice Advani,UK,50% Dark Bites,2023-08-03,3442.99,142
Gunar Cockshoot,USA,Fruit & Nut Bars,2023-09-03,6669.60,99
Oby Sorrel,Canada,Raspberry Choco,,1902.47,217
Gigi Bohling,UK,Drinking Coco,,6157.17,43
Kelci Walkden,India,Mint Chip Choco,,3012.68,129
Karlen McCaffrey,Canada,Peanut Butter Cubes,2023-12-08,3473.62,170
Barr Faughny,UK,Mint Chip Choco,2023-07-07,4129.98,332
Barr Faughny,USA,85% Dark Bars,,14566.22,45
Husein Augar,Canada,Eclairs,,4049.61,255
Jan Morforth,Australia,70% Dark Bites,2023-04-03,5924.44,396
Marney O'Breen,New Zealand,Fruit & Nut Bars,,10100.95,4
Ches Bonnell,UK,Peanut Butter Cubes,,2362.01,272
Kaine Padly,USA,Organic Choco Syrup,2023-11-03,2638.76,24
Camilla Castle,USA,Raspberry Choco,,3496.41,18
Brien Boise,New Zealand,Manuka Honey Choco,,17222.86,44
Jehu Rudeforth,New Zealand,After Nines,,1604.87,71
Jehu Rudeforth,USA,Smooth Sliky Salty,2023-07-07,7170.21,151
Madelene Upcott,India,Mint Chip Choco,,4090.16,75
Jehu Rudeforth,India,Eclairs,,9574.38,134
Karlen McCaffrey,Canada,Raspberry Choco,2023-09-05,717.90,213
Kaine Padly,Australia,70% Dark Bites,2023-08-02,7734.54,227
Roddy Speechley,UK,70% Dark Bites,,1606.49,305
Rafaelita Blaksland,USA,Drinking Coco,,9170.09,79
Mallorie Waber,Canada,Manuka Honey Choco,2023-07-03,1583.57,122
Kaine Padly,Australia,Fruit & Nut Bars,,7684.52,83
Oby Sorrel,New Zealand,Organic Choco Syrup,,16765.07,261
Madelene Upcott,UK,99% Dark & Pure,,11796.63,45
Madelene Upcott,Australia,Mint Chip Choco,2023-02-05,2766.65,148
Curtice Advani,Canada,99% Dark & Pure,2023-07-07,13232.74,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,,2820.41,50
Karlen McCaffrey,Australia,After Nines,2023-11-08,2483.32,65
Marney O'Breen,UK,99% Dark & Pure,,9124.16,209
Gunar Cockshoot,Australia,50% Dark Bites,2023-02-03,12728.16,111
Marney O'Breen,Australia,Choco Coated Almonds,,12624.64,41
Kelci Walkden,New Zealand,Drinking Coco,2023-10-03,17584.16,110
Beverie Moffet,USA,85% Dark Bars,,13156.49,360
Roddy Speechley,USA,Eclairs,,4164.10,167
Dennison Crosswaite,UK,Milk Bars,2023-07-03,11698.98,436
Wilone O'Kielt,UK,Organic Choco Syrup,2023-12-07,4964.25,56
Madelene Upcott,USA,Orange Choco,,8258.37,132
Gunar Cockshoot,India,Smooth Sliky Salty,2023-02-03,3938.20,70
Marney O'Breen,New Zealand,85% Dark Bars,,1368.27,163
Marney O'Breen,UK,Manuka Honey Choco,2023-10-06,12449.46,177
Brien Boise,USA,99% Dark & Pure,,7323.82,339
Beverie Moffet,New Zealand,Mint Chip Choco,2023-09-06,4560.81,102
Dennison Crosswaite,USA,Milk Bars,2023-12-05,777.46,58
Gunar Cockshoot,USA,Drinking Coco,2023-09-05,3857.27,5
Brien Boise,Canada,Manuka Honey Choco,2023-09-08,7442.69,179
Van Tuxwell,India,Choco Coated Almonds,,5799.30,125
Andria Kimpton,USA,Caramel Stuffed Bars,2023-02-05,8836.90,48
Dotty Strutley,USA,99% Dark & Pure,2023-09-08,4185.00,315
Camilla Castle,Australia,Raspberry Choco,,6984.06,174
Gunar Cockshoot,India,Spicy Special Slims,,7362.70,179
Karlen McCaffrey,USA,Manuka Honey Choco,2023-01-02,10338.27,73
Camilla Castle,USA,50% Dark Bites,,6215.72,324
Madelene Upcott,UK,Choco Coated Almonds,,10400.66,144
Jan Morforth,Canada,Mint Chip Choco,2023-01-04,1062.61,217
Camilla Castle,Canada,70% Dark Bites,,10095.71,151
Ches Bonnell,India,Peanut Butter Cubes,,23251.68,210
Jan Morforth,India,Choco Coated Almonds,2023-12-08,2669.61,143
Gigi Bohling,Canada,Almond Choco,2023-01-02,10265.97,49
Rafaelita Blaksland,India,After Nines,2023-02-03,5423.54,203
Kelci Walkden,Australia,99% Dark & Pure,,3272.68,32
Dotty Strutley,Australia,Spicy Special Slims,,8840.59,92
Brien Boise,USA,Milk Bars,2023-07-07,14460.51,124
Mallorie Waber,New Zealand,Mint Chip Choco,,1461.99,109
Beverie Moffet,UK,99% Dark & Pure,2023-10-08,3701.60,131
Beverie Moffet,USA,Peanut Butter Cubes,,13951.32,329
Brien Boise,New Zealand,White Choc,,5774.92,325
Marney O'Breen,USA,Baker's Choco Chips,,9718.87,10
Kelci Walkden,USA,Spicy Special Slims,,87.52,69
Mallorie Waber,Canada,White Choc,2023-03-03,3398.51,74
Kaine Padly,Australia,Almond Choco,,4371.77,375
Oby Sorrel,USA,Smooth Sliky Salty,2023-04-03,3632.32,169
Dennison Crosswaite,India,Smooth Sliky Salty,2023-07-07,3343.85,10
Camilla Castle,New Zealand,Caramel Stuffed Bars,,4400.28,364
Jan Morforth,Canada,Caramel Stuffed Bars,2023-02-08,10802.13,124
Oby Sorrel,USA,Baker's Choco Chips,2023-12-08,9154.17,123
Madelene Upcott,New Zealand,Peanut Butter Cubes,,5360.89,340
Kelci Walkden,Australia,Orange Choco,,11597.46,462
Marney O'Breen,Australia,Manuka Honey Choco,2023-05-04,14939.24,238
Kaine Padly,Canada,Manuka Honey Choco,,10845.85,146
Jehu Rudeforth,UK,Baker's Choco Chips,,2832.78,104
Kelci Walkden,Australia,White Choc,,8879.72,177
Curtice Advani,India,85% Dark Bars,,298.34,399
Kaine Padly,USA,Eclairs,,7799.51,10
Gunar Cockshoot,UK,99% Dark & Pure,2023-07-03,8.04,85
Beverie Moffet,UK,Choco Coated Almonds,2023-04-03,3212.35,66
Dotty Strutley,Canada,Manuka Honey Choco,,12048.56,113
Kaine Padly,Australia,Milk Bars,2023-09-06,4499.64,91
Jan Morforth,Canada,Fruit & Nut Bars,,9984.16,207
Jan Morforth,India,Smooth Sliky Salty,2023-03-08,11867.83,95
Rafaelita Blaksland,Australia,Manuka Honey Choco,2023-03-08,4806.65,132
Jehu Rudeforth,UK,Milk Bars,2023-03-05,13420.93,232
Husein Augar,Canada,After Nines,,10407.51,301
Roddy Speechley,USA,50% Dark Bites,2023-11-02,10849.39,330
Van Tuxwell,India,Almond Choco,,7247.29,402
Kelci Walkden,USA,50% Dark Bites,,6387.65,227
Madelene Upcott,Canada,85% Dark Bars,,8373.42,108
Dennison Crosswaite,Canada,Smooth Sliky Salty,,1887.19,488
Mallorie Waber,Australia,Spicy Special Slims,,6054.04,287
Ches Bonnell,Canada,Choco Coated Almonds,,16254.61,268
Gigi Bohling,Canada,Spicy Special Slims,2023-04-07,13173.56,301
Roddy Speechley,New Zealand,Almond Choco,,2721.46,72
Curtice Advani,India,Smooth Sliky Salty,,19283.64,139
Ches Bonnell,New Zealand,Mint Chip Choco,,9327.52,232
Van Tuxwell,New Zealand,Fruit & Nut Bars,,3184.03,85
Andria Kimpton,New Zealand,Mint Chip Choco,,9738.74,209
Andria Kimpton,UK,Milk Bars,2023-11-02,16486.65,314
Camilla Castle,USA,Manuka Honey Choco,,16792.23,184
Gunar Cockshoot,New Zealand,Almond Choco,2023-05-01,5752.62,125
Brien Boise,India,Raspberry Choco,,6833.28,157
Jehu Rudeforth,USA,99% Dark & Pure,2023-04-01,2815.72,222
Beverie Moffet,Australia,Fruit & Nut Bars,,1545.36,269
Gigi Bohling,Canada,Milk Bars,2023-10-02,3432.73,120
Dotty Strutley,India,Spicy Special Slims,2023-12-08,1001.99,217
Gunar Cockshoot,USA,Organic Choco Syrup,2023-10-08,2494.19,315
Kelci Walkden,Australia,Raspberry Choco,2023-07-06,770.25,61
Jehu Rudeforth,India,Baker's Choco Chips,2023-06-06,2261.98,73
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2023-05-04,5667.58,204
Wilone O'Kielt,USA,50% Dark Bites,,4738.71,125
Andria Kimpton,India,50% Dark Bites,,13661.89,15
Madelene Upcott,USA,Baker's Choco Chips,,6067.19,151
Jehu Rudeforth,Australia,99% Dark & Pure,,11720.99,204
Jan Morforth,Australia,Mint Chip Choco,,19999.55,106
Oby Sorrel,New Zealand,Milk Bars,2023-12-01,4484.03,201
Brien Boise,UK,Almond Choco,,107.24,129
Kelci Walkden,India,Smooth Sliky Salty,2023-01-02,2525.98,8
Rafaelita Blaksland,UK,Eclairs,,1577.84,67
Gigi Bohling,USA,Smooth Sliky Salty,,2972.07,129
Curtice Advani,New Zealand,Mint Chip Choco,,3691.63,284
Curtice Advani,USA,Mint Chip Choco,,5188.89,293
Madelene Upcott,New Zealand,Fruit & Nut Bars,,5766.51,21
Karlen McCaffrey,India,85% Dark Bars,,1036.77,82
Ches Bonnell,Australia,Caramel Stuffed Bars,,10033.52,163
Kelci Walkden,USA,Fruit & Nut Bars,,5220.69,154
Kelci Walkden,Canada,Peanut Butter Cubes,2023-08-04,8106.62,47
Gigi Bohling,Canada,Drinking Coco,2023-06-07,3934.09,86
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231
Jan Morforth,New Zealand,Organic Choco Syrup,2023-02-03,1921.57,226
Gigi Bohling,New Zealand,Raspberry Choco,2023-09-08,1161.31,181
Dennison Crosswaite,Australia,Milk Bars,2023-09-06,11389.29,282
Ches Bonnell,UK,Caramel Stuffed Bars,2023-02-06,3032.30,313
Van Tuxwell,USA,Fruit & Nut Bars,2023-05-07,6871.55,238
Andria Kimpton,Canada,Eclairs,2023-11-08,339.99,124
Madelene Upcott,India,Choco Coated Almonds,2023-11-02,3720.22,141
Kelci Walkden,New Zealand,Spicy Special Slims,2023-11-08,731.19,69
Roddy Speechley,Australia,Drinking Coco,2023-12-05,13288.65,112
Wilone O'Kielt,USA,Milk Bars,,5332.79,101
Andria Kimpton,India,Organic Choco Syrup,,3971.78,131
Madelene Upcott,UK,Fruit & Nut Bars,2023-05-01,9538.21,198
